"","Brand","Price..INR.","Mileage","Seating.Capacity","Vehicle.Type","Fuel.Type","Transmission","Parking.Sensor","Airbag","Cruise.Control","Keyless.Entry","Alloy.wheels","ABS","Climate.Control","Rear.AC.Vent","Power.Steering","cluster","name"
"844","Audi",4569000,11.81,5,"SUV","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q5 2.0 TFSI Quattro"
"845","Audi",4795000,14.16,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q5 2.0 TDI"
"846","Audi",4829000,11.81,5,"SUV","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q5 2.0 TFSI Quattro Premium Plus"
"847","Audi",5055000,14.16,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q5 2.0 TDI Premium Plus"
"848","Audi",5109750,11.81,5,"SUV","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q5 2.0 TFSI Quattro Technology"
"849","Audi",5336000,14.16,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q5 2.0 TDI Technology"
"850","Audi",5865000,13.22,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q5 3.0 TDI Quattro Premium Plus"
"851","Audi",6154000,13.22,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi Q5 3.0 TDI Quattro Technology"
"852","BMW",4690000,13.3,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW X3 xDrive20d"
"853","BMW",5390000,13.3,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW X3 xDrive30d"
"854","Volvo",4850000,11.1,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Volvo XC90 D5 AWD"
"855","Mercedes",4990001,14,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz M Class ML 250 CDI"
"856","Mercedes",6055000,14,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Mercedes Benz M Class ML 350 CDI"
"857","Mitsubishi",4995000,15,5,"Sedan","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",3,"Mitsubishi Lancer Evolution X 2.0"
"858","Audi",5024000,10.34,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi S4 V6 3.0 TFSI"
"859","Land Rover",5105092,8.14,7,"SUV","Diesel","Automatic","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",2,"Land Rover Range Rover Evoque 2.2L Pure"
"860","Land Rover",5847278,8.14,7,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Land Rover Range Rover Evoque 2.2L Dynamic"
"861","Land Rover",5927978,8.14,7,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Land Rover Range Rover Evoque 2.2L Prestige"
"862","Audi",5219000,9.9,2,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Audi TT 2.0 TFSI"
"863","Nissan",5550000,11,2,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Nissan 370Z MT"
"864","Nissan",5650000,10,2,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Nissan 370Z AT"
"865","Volkswagen",5850000,8.7,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volkswagen Touareg V6 3.0 TDI"
"866","Audi",5895000,12.62,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Audi Q7 3.0 TDI Quattro"
"867","Audi",6118000,8.8,7,"SUV","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Audi Q7 3.0 TFSI Quattro"
"868","Audi",6426000,12.62,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Audi Q7 3.0 TDI Quattro Premium Plus"
"869","Audi",7091750,12.62,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Audi Q7 3.0 TDI Quattro Technology"
"870","Audi",7973750,10.1,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Audi Q7 4.2 TDI Quattro Technology"
"871","Mercedes",6312785,11.8,7,"SUV","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Mercedes Benz R Class R350 4Matic Long"
"872","Mercedes",7168400,11.8,7,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Mercedes Benz R Class R350 CDI 4MATIC"
"873","BMW",6890000,10.37,2,"Convertible","Petrol","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",1,"BMW Z4 35i"
"874","BMW",6990000,10.37,2,"Convertible","Petrol","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",1,"BMW Z4 35i DPT"
"875","Porsche",6998000,8.9,5,"SUV","Petrol","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"Porsche Cayenne S Tiptronic"
"876","Porsche",7781000,13.5,5,"SUV","Diesel","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Porsche Cayenne Diesel"
"877","Porsche",8946000,13.2,5,"SUV","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Porsche Cayenne S Hybrid"
"878","Porsche",15835000,8.5,5,"SUV","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche Cayenne Turbo"
"879","Mercedes",7395000,12,7,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Mercedes Benz GL Class 350 CDI Blue Efficiency"
"880","Land Rover",7561734,11.8,7,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Land Rover Discovery 4 TDV6 SE"
"881","Land Rover",7989705,11.8,7,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Land Rover Discovery 4 TDV6 Auto Diesel"
"882","Volkswagen",7629128,12.8,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Volkswagen Phaeton 3.6"
"883","BMW",7690000,8,5,"SUV","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW X5 xDrive 50i"
"884","BMW",8060000,11.7,5,"SUV","Diesel","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW X5 xDrive 30d"
"885","BMW",7740000,8.93,4,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW M Series M3 Coupe"
"886","BMW",10000000,8.93,4,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW M Series M3 Convertible"
"887","BMW",12100000,6.8,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW M Series M5 Sedan"
"888","Porsche",7795000,8.6,2,"Convertible","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Porsche Boxster 3.0"
"889","Porsche",8944000,13.8,2,"Convertible","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Porsche Boxster S"
"890","Porsche",8136000,9,2,"Coupe","Petrol","Manual","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes",1,"Porsche Cayman 3.0L"
"891","Porsche",9399000,13.8,2,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Porsche Cayman S"
"892","Mercedes",8432000,10.1,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Mercedes Benz SLK Class SLK 350"
"893","Mercedes",12600000,10.1,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Mercedes Benz SLK Class 55 AMG"
"894","Toyota",8656740,11,7,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Land Cruiser Prado VX L"
"895","Audi",8669750,10.3,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi S6 4.0 TFSI Quattro"
"896","Audi",8797000,10,4,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Audi A7 3.0 TDI Quattro"
"897","Jaguar",8800000,11.6,2,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Jaguar XK R S Coupe 5.0L Supercharged"
"898","Jaguar",12700000,12,2,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Jaguar XK R Coupe Special Edition"
"899","Jaguar",13735724,12,2,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Jaguar XK R 5.0L V8 Petrol Coupe"
"900","Jaguar",14580367,12,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Jaguar XK R 5.0L V8 Petrol Convertible"
"901","Jaguar",18802207,12,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Jaguar XK R Convertible Special Edition"
"902","Jaguar",9041908,10.5,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Jaguar XJ Portfolio 5.0L"
"903","Jaguar",9041908,10.5,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Jaguar XJ Super Sport 5.0L"
"904","Jaguar",10863577,10.5,4,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Jaguar XJ Premium Luxary 3.0L"
"905","Jaguar",20766255,10.5,4,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Jaguar XJ 3.0L LWB Ultimate"
"906","Jaguar",21897588,10.5,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Jaguar XJ V8 5.0 SC Ultimate LWB"
"907","BMW",9130000,12,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW Gran Turismo 3.0L Diesel"
"908","Mercedes",9320700,11.74,4,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Mercedes Benz CLS Class 350 BE"
"909","Mercedes",12400000,10.22,4,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Mercedes Benz CLS Class 63 AMG"
"910","BMW",9340000,11.2,4,"SUV","Petrol","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW X6 xDrive 50i"
"911","BMW",9960000,11.2,4,"SUV","Diesel","Automatic","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW X6 xDrive 40d"
"912","BMW",13850000,7.2,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW X6 M Design Edition"
"913","BMW",9560000,16.46,5,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"BMW 7 Series 730Ld"
"914","BMW",11700000,12.05,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW 7 Series 740Li"
"915","BMW",13300000,11.62,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW 7 Series 750Li"
"916","BMW",17800000,7.46,5,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW 7 Series 760Li"
"917","Audi",9681000,9,4,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Audi RS5 Coupe"
"918","BMW",9870000,9.52,4,"Coupe","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW 6 Series 640d Coupe"
"919","BMW",10620000,9.52,4,"Luxury","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW 6 Series Gran Coupe"
"920","BMW",10900000,9.52,4,"Convertible","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW 6 Series 640d Convertible"
"921","BMW",11000000,7.94,4,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW 6 Series 650i Coupe"
"922","BMW",12190000,7.94,4,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"BMW 6 Series 650i Convertible"
"923","Mercedes",9994270,8.1,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Mercedes Benz SL Class SL 350"
"924","Mercedes",11532427,8.1,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Mercedes Benz SL Class SL 500"
"925","Audi",10755750,11.8,5,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Audi A8 L 3.0 TDI quattro"
"926","Audi",12384750,8.5,4,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Audi A8 L 4.2 TDI Quattro"
"927","Audi",12890750,8.5,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Audi A8 L 4.2 FSI quattro"
"928","Audi",17738750,7.4,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Audi A8 L 6.3 W12 Quattro"
"929","Land Rover",10991000,14.7,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Land Rover Range Rover Sport S"
"930","Land Rover",12300000,14.7,5,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Land Rover Range Rover Sport SE"
"931","Land Rover",14800000,14.7,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Land Rover Range Rover Sport HSE"
"932","Land Rover",16585000,10,5,"SUV","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Land Rover Range Rover Sport Autobiography"
"933","Toyota",11589567,9,8,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Toyota Land Cruiser VX"
"934","Porsche",11900000,8,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche Panamera Base"
"935","Porsche",12300000,18.18,4,"Luxury","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3,"Porsche Panamera Diesel"
"936","Porsche",14419000,13.8,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche Panamera 4"
"937","Porsche",16000000,15.7,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche Panamera GTS"
"938","Porsche",19900000,7.8,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche Panamera Turbo S"
"939","Porsche",19900000,7.8,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche Panamera Turbo"
"940","Maserati",12000000,6,4,"Coupe","Petrol","Manual","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",1,"Maserati Gran Turismo 4.2 L Coupe"
"941","Maserati",12322000,5,4,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Maserati Gran Turismo FL 4.2"
"942","Maserati",12981000,5,4,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Maserati Gran Turismo S 4.7 AT"
"943","Maserati",13713000,5,4,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Maserati Gran Turismo S"
"944","Audi",12773120,9,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Audi RS7 Sportback"
"945","Porsche",12860000,13.8,4,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche 911 Carrera"
"946","Porsche",13866000,14.4,4,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche 911 Carrera 4"
"947","Porsche",14600000,14.4,2,"Convertible","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Porsche 911 Carrera Cabriolet"
"948","Porsche",15014000,7.9,4,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche 911 Carrera S"
"949","Porsche",15603000,8.3,2,"Convertible","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Porsche 911 Carrera 4 Cabriolet"
"950","Porsche",16018000,7.9,4,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche 911 Carrera 4S"
"951","Porsche",16712000,7.9,2,"Convertible","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Porsche 911 Carrera S Cabriolet"
"952","Porsche",17702000,7.9,2,"Convertible","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Porsche 911 Carrera 4S Cabriolet"
"953","Porsche",21911000,8.3,4,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Porsche 911 Turbo"
"954","Mercedes",13045521,9.5,7,"SUV","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,"Mercedes Benz G Class G55 AMG"
"955","Mercedes",17077500,9.5,5,"SUV","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Mercedes Benz G Class G63 AMG"
"956","Maserati",13274000,6,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Maserati Quattroporte S FL 4.7"
"957","Maserati",14299000,6,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Maserati Quattroporte Sport GT S"
"958","Aston Martin",13500000,8,2,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Aston Martin Vantage V8 Sport"
"959","Aston Martin",18500000,10,2,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Aston Martin Vantage V12 6.0L"
"960","Aston Martin",25500000,8,2,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Aston Martin Vantage V8 4.7L"
"961","Jaguar",13700000,14.3,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Jaguar F Type 3.0 V6 S"
"962","Jaguar",16100000,12,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Jaguar F Type 5.0 V8 S"
"963","Maserati",14299000,6,4,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Maserati Gran Cabrio Convertible"
"964","Land Rover",14491993,11.6,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Land Rover Range Rover 3.0 HSE"
"965","Land Rover",16477651,11.6,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Land Rover Range Rover 3.0 Vogue"
"966","Land Rover",19648833,10.2,5,"SUV","Diesel","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Land Rover Range Rover Vogue SE 4.4 SDV8"
"967","Land Rover",20314335,10.2,4,"SUV","Diesel","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Land Rover Range Rover Autobiography 4.4 SDV8"
"968","Land Rover",20923687,9.6,4,"SUV","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Land Rover Range Rover Autobiography 5.0 V8"
"969","Mercedes",15700000,7.81,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Mercedes Benz S Class S 500 L Launch Edition"
"970","Audi",15746000,8.5,2,"Coupe","Petrol","Automatic","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes",1,"Audi R8 4.2 FSI quattro"
"971","Audi",18465000,9,2,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Audi R8 5.2 FSI"
"972","Audi",20291000,13.5,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Audi R8 Spyder"
"973","Audi",20500000,9,2,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Audi R8 V10 Plus"
"974","Bentley",17400000,8.6,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Bentley Continental Flying Spur"
"975","Bentley",18700000,8.6,4,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Bentley Continental GT V8 Convertible"
"976","Bentley",18700000,8.6,4,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Bentley Continental GT V8"
"977","Bentley",18700000,8.6,4,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Bentley Continental GT Speed"
"978","Bentley",18700000,8.6,4,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Bentley Continental GT"
"979","Bentley",19200000,6,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Bentley Continental Flying Spur Speed"
"980","Bentley",21000000,8.5,4,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Bentley Continental GTC"
"981","Bentley",22500000,6,4,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Bentley Continental Supersports"
"982","Aston Martin",19000000,8,4,"Coupe","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Aston Martin DB9 V12 Volante"
"983","Aston Martin",19000000,8,4,"Coupe","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Aston Martin DB9 6 L V12"
"984","Ferrari",22000000,9,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Ferrari California GT"
"985","Rolls Royce",25000000,6.5,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Rolls Royce Ghost Standard"
"986","Rolls Royce",30000000,6.5,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Rolls Royce Ghost V Specification"
"987","Rolls Royce",30500000,6.5,5,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Rolls Royce Ghost Extended Wheelbase"
"988","Mercedes",25441900,10.7,4,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Mercedes Benz SLS AMG Coupe"
"989","Mercedes",29391000,10.7,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Mercedes Benz SLS AMG Roadster"
"990","Ferrari",25700000,9,2,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Ferrari 458 Italia GT"
"991","Bentley",26900000,9.5,4,"Luxury","Petrol","Automatic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Bentley Mulsanne 6.8"
"992","Ferrari",28000000,5.5,2,"Convertible","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Ferrari 458 Spider V8"
"993","Bentley",31000000,4,4,"Luxury","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Bentley Flying Spur W12"
"994","Ferrari",34000000,4,2,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Ferrari FF GT"
"995","Ferrari",35000000,9,2,"Coupe","Petrol","Automatic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1,"Ferrari F12berlinetta V12"
"996","Lamborghini",36900000,5,2,"Coupe","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Lamborghini Aventador LP700 4"
"997","Lamborghini",47750000,5,2,"Convertible","Petrol","Manual","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1,"Lamborghini Aventador Roadster LP 700 4"
"998","Aston Martin",38500000,8,2,"Coupe","Petrol","Automatic","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",1,"Aston Martin Vanquish V12"
